genome	Clade1	Clade2	Subclade	Subgroup	Order	Family	Genus	Species	reference	type_strain_Freel_2024	type	depth_cat	latitude_cat
HTCC1002	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	JGI/IMG	NA	isolate	NA	NA
HTCC1013	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Rappe et al., (2002)	NA	isolate	o-100m	North Temperate
HTCC1062	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	ubiquis	Rappe et al., (2002)	TRUE	isolate	o-100m	North Temperate
HTCC1040	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Rappe et al., (2002)	NA	isolate	o-100m	North Temperate
NP1	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	giovannonii	Morris et al., (2020)	TRUE	isolate	o-100m	North Temperate
Uisw_137	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Sadler et al., (2025)	NA	isolate	o-100m	Arctic
RIS-SAG-41	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Martinez-Perez et al., (2022)	NA	SAG	NA	Antarctic
Uisw_101	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Sadler et al., (2025)	NA	isolate	o-100m	Arctic
Uisw_104	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Sadler et al., (2025)	NA	isolate	o-100m	Arctic
Uisw_106	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Sadler et al., (2025)	NA	isolate	o-100m	Arctic
Uisw_094	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Sadler et al., (2025)	NA	isolate	o-100m	Arctic
Uisw_136	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Sadler et al., (2025)	NA	isolate	o-100m	Arctic
Uisw_113	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Sadler et al., (2025)	NA	isolate	o-100m	Arctic
Uisw_116	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Sadler et al., (2025)	NA	isolate	o-100m	Arctic
Uisw_121	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Sadler et al., (2025)	NA	isolate	o-100m	Arctic
Uisw_114	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Sadler et al., (2025)	NA	isolate	o-100m	Arctic
Uisw_130	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Sadler et al., (2025)	NA	isolate	o-100m	Arctic
Uisw_092	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Sadler et al., (2025)	NA	isolate	o-100m	Arctic
Uisw_090	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Sadler et al., (2025)	NA	isolate	o-100m	Arctic
Uisw_127	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Sadler et al., (2025)	NA	isolate	o-100m	Arctic
Uisw_099_02	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Sadler et al., (2025)	NA	isolate	o-100m	Arctic
HTCC9565	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	yakuwasiiensis	Grote et al., (2012)	TRUE	isolate	NA	North Temperate
Uisw_134_02	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Sadler et al., (2025)	NA	isolate	o-100m	Arctic
AG-447-M05	I	Ia	Ia.3.I	Ia.3.I	Pelagibacterales	Pelagibacteraceae	Atlantikopelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
HTCC7211	I	Ia	Ia.3.I	Ia.3.I	Pelagibacterales	Pelagibacteraceae	Atlantikopelagibacter	sargasii	Stingl et al., (2007)	TRUE	isolate	o-100m	North Temperate
HTCC7214	I	Ia	Ia.3.I	Ia.3.I	Pelagibacterales	Pelagibacteraceae	Atlantikopelagibacter	NA	Stingl et al., (2007)	NA	isolate	o-100m	North Temperate
HTCC7217	I	Ia	Ia.3.I	Ia.3.I	Pelagibacterales	Pelagibacteraceae	Atlantikopelagibacter	NA	Stingl et al., (2007)	NA	isolate	o-100m	North Temperate
HIMB1412	I	Ia	Ia.3.II	Ia.3.II	Pelagibacterales	Pelagibacteraceae	Coralipelagibacter	pilinaensis	Freel et al. (2024)	TRUE	isolate	o-100m	Tropical
HIMB1420	I	Ia	Ia.3.II	Ia.3.II	Pelagibacterales	Pelagibacteraceae	Coralipelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1427	I	Ia	Ia.3.II	Ia.3.II	Pelagibacterales	Pelagibacteraceae	Coralipelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1463	I	Ia	Ia.3.II	Ia.3.II	Pelagibacterales	Pelagibacteraceae	Coralipelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1564	I	Ia	Ia.3.II	Ia.3.II	Pelagibacterales	Pelagibacteraceae	Coralipelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1520	I	Ia	Ia.3.II	Ia.3.II	Pelagibacterales	Pelagibacteraceae	Coralipelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB5	I	Ia	Ia.3.II	Ia.3.II	Pelagibacterales	Pelagibacteraceae	Coralipelagibacter	heeiaensis	Brandon (2006)	TRUE	isolate	o-100m	Tropical
HIMB1321	I	Ia	Ia.3.III	Ia.3.III	Pelagibacterales	Pelagibacteraceae	Littoralipelagibacter	NA	Manoi, JGI/IMG SAR11 Genome Evolution	NA	isolate	o-100m	Tropical
HIMB1527	I	Ia	Ia.3.III	Ia.3.III	Pelagibacterales	Pelagibacteraceae	Littoralipelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1505	I	Ia	Ia.3.III	Ia.3.III	Pelagibacterales	Pelagibacteraceae	Littoralipelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1549	I	Ia	Ia.3.III	Ia.3.III	Pelagibacterales	Pelagibacteraceae	Littoralipelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB4	I	Ia	Ia.3.III	Ia.3.III	Pelagibacterales	Pelagibacteraceae	Littoralipelagibacter	koolauensis	Brandon M.S. thesis (2006)	TRUE	isolate	o-100m	Tropical
AG-390-G11	I	Ia	Ia.3.IV	Ia.3.IV	Pelagibacterales	Pelagibacteraceae	Proprepelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-390-L03	I	Ia	Ia.3.IV	Ia.3.IV	Pelagibacterales	Pelagibacteraceae	Proprepelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
SAG-MED06	I	Ia	Ia.3.IV	Ia.3.IV	Pelagibacterales	Pelagibacteraceae	Proprepelagibacter	NA	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	o-100m	North Temperate
SAG-MED50	I	Ia	Ia.3.IV	Ia.3.IV	Pelagibacterales	Pelagibacteraceae	Proprepelagibacter	NA	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	o-100m	North Temperate
HTCC8051	I	Ia	Ia.3.IV	Ia.3.IV	Pelagibacterales	Pelagibacteraceae	Proprepelagibacter	yaquinaensis	Stingl et al., (2007)	TRUE	isolate	o-100m	North Temperate
HTCC9022	I	Ia	Ia.3.IV	Ia.3.IV	Pelagibacterales	Pelagibacteraceae	Proprepelagibacter	NA	JGI/IMG	NA	isolate	NA	NA
SAG-MED49	I	Ia	Ia.3.IV	Ia.3.IV	Pelagibacterales	Pelagibacteraceae	Proprepelagibacter	NA	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	o-100m	North Temperate
AAA795-A20	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Luo et al., (2015)	NA	SAG	o-100m	Tropical
AG-333-A04	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	100-200m	Tropical
AG-447-M10	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
AH-324-N03	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AH-287-B07	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AH-324-F03	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AH-287-E17	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AH-321-A17	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AH-324-J07	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AG-349-L17	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-422-G03	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-912-L11	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
HIMB1456	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
AG-422-C20	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-447-P03	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
AG-917-J06	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-447-E19	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
AG-913-F03	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-896-O18	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-894-P23	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-422-D23	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-895-F17	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-891-I18	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-894-O09	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-916-N14	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-447-L10	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
HIMB2201	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
AG-920-D05	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-349-O05	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-390-G23	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
HIMB123	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Brandon M.S. thesis (2006)	NA	isolate	o-100m	Tropical
AG-447-C08	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
AG-892-A22	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-410-O02	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
HIMB1444	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
AG-422-E09	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-891-A05	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-913-L03	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-914-B14	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-426-M05	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
HIMB2304	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
AG-908-C18	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
HIMB1409	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1413	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB2250	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
AG-913-M13	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-422-B22	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-447-L03	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
AG-892-F02	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-390-M14	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
FZCC0015	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Zhao et al., (2018)	NA	isolate	NA	North Temperate
AG-892-L17	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
HIMB083	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Brandon M.S. thesis (2006)	NA	isolate	o-100m	Tropical
AG-390-C17	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-447-K11	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
HIMB1685	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1559	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1597	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1587	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1573	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1490	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1491	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1765	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1494	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1495	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1593	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1509	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
AG-898-C07	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
HIMB1485	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1492	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1493	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1518	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1770	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1507	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1526	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1552	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1641	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1636	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1702	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1710	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1556	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	kiloensis	Freel et al. (2024)	TRUE	isolate	o-100m	Tropical
HIMB1748	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1662	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1723	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB140	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Brandon M.S. thesis (2006)	NA	isolate	o-100m	Tropical
HIMB1513	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1521	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1430	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1611	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1758	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1488	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1506	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
